,cell_type,sex,ann_finest_level,count
3524,capillary endothelial cell,male,NK cells,0
3525,capillary endothelial cell,male,DC1,0
3526,capillary endothelial cell,male,DC2,0
3527,capillary endothelial cell,male,Migratory DCs,0
3528,capillary endothelial cell,male,Plasmacytoid DCs,0
3529,capillary endothelial cell,male,Alveolar macrophages,0
3530,capillary endothelial cell,male,Alveolar Mph CCL3+,0
3531,capillary endothelial cell,male,Alveolar Mph MT-positive,0
3532,capillary endothelial cell,male,Alveolar Mph proliferating,0
3533,capillary endothelial cell,male,Monocyte-derived Mph,0
3534,capillary endothelial cell,male,Interstitial Mph perivascular,0
3535,capillary endothelial cell,male,Classical monocytes,0
3536,capillary endothelial cell,male,Non-classical monocytes,0
3537,capillary endothelial cell,male,Mast cells,0
3538,ciliated columnar cell of tracheobronchial tree,female,Basal resting,0
3539,ciliated columnar cell of tracheobronchial tree,female,Suprabasal,0
3540,ciliated columnar cell of tracheobronchial tree,female,Hillock-like,0
3541,ciliated columnar cell of tracheobronchial tree,female,Deuterosomal,0
3542,ciliated columnar cell of tracheobronchial tree,female,Multiciliated (nasal),0
3543,ciliated columnar cell of tracheobronchial tree,female,Multiciliated (non-nasal),12409
3544,ciliated columnar cell of tracheobronchial tree,female,Club (non-nasal),0
3545,ciliated columnar cell of tracheobronchial tree,female,Club (nasal),0
3546,ciliated columnar cell of tracheobronchial tree,female,Goblet (nasal),0
3547,ciliated columnar cell of tracheobronchial tree,female,Goblet (bronchial),0
3548,ciliated columnar cell of tracheobronchial tree,female,Goblet (subsegmental),0
3549,ciliated columnar cell of tracheobronchial tree,female,AT0,0
3550,ciliated columnar cell of tracheobronchial tree,female,pre-TB secretory,0
3551,ciliated columnar cell of tracheobronchial tree,female,Ionocyte,0
3552,ciliated columnar cell of tracheobronchial tree,female,Tuft,0
3553,ciliated columnar cell of tracheobronchial tree,female,Neuroendocrine,0
3554,ciliated columnar cell of tracheobronchial tree,female,SMG serous (nasal),0
3555,ciliated columnar cell of tracheobronchial tree,female,SMG serous (bronchial),0
3556,ciliated columnar cell of tracheobronchial tree,female,SMG mucous,0
3557,ciliated columnar cell of tracheobronchial tree,female,SMG duct,0
3558,ciliated columnar cell of tracheobronchial tree,female,AT1,0
3559,ciliated columnar cell of tracheobronchial tree,female,AT2,0
3560,ciliated columnar cell of tracheobronchial tree,female,AT2 proliferating,0
3561,ciliated columnar cell of tracheobronchial tree,female,EC arterial,0
3562,ciliated columnar cell of tracheobronchial tree,female,EC aerocyte capillary,0
3563,ciliated columnar cell of tracheobronchial tree,female,EC general capillary,0
3564,ciliated columnar cell of tracheobronchial tree,female,EC venous systemic,0
3565,ciliated columnar cell of tracheobronchial tree,female,EC venous pulmonary,0
3566,ciliated columnar cell of tracheobronchial tree,female,Lymphatic EC mature,0
3567,ciliated columnar cell of tracheobronchial tree,female,Lymphatic EC proliferating,0
3568,ciliated columnar cell of tracheobronchial tree,female,Lymphatic EC differentiating,0
3569,ciliated columnar cell of tracheobronchial tree,female,Peribronchial fibroblasts,0
3570,ciliated columnar cell of tracheobronchial tree,female,Adventitial fibroblasts,0
3571,ciliated columnar cell of tracheobronchial tree,female,Alveolar fibroblasts,0
3572,ciliated columnar cell of tracheobronchial tree,female,Pericytes,0
3573,ciliated columnar cell of tracheobronchial tree,female,Subpleural fibroblasts,0
3574,ciliated columnar cell of tracheobronchial tree,female,Myofibroblasts,0
3575,ciliated columnar cell of tracheobronchial tree,female,Smooth muscle,0
3576,ciliated columnar cell of tracheobronchial tree,female,Smooth muscle FAM83D+,0
3577,ciliated columnar cell of tracheobronchial tree,female,SM activated stress response,0
3578,ciliated columnar cell of tracheobronchial tree,female,Mesothelium,0
3579,ciliated columnar cell of tracheobronchial tree,female,Hematopoietic stem cells,0
3580,ciliated columnar cell of tracheobronchial tree,female,B cells,0
3581,ciliated columnar cell of tracheobronchial tree,female,Plasma cells,0
3582,ciliated columnar cell of tracheobronchial tree,female,CD4 T cells,0
3583,ciliated columnar cell of tracheobronchial tree,female,CD8 T cells,0
3584,ciliated columnar cell of tracheobronchial tree,female,T cells proliferating,0
3585,ciliated columnar cell of tracheobronchial tree,female,NK cells,0
3586,ciliated columnar cell of tracheobronchial tree,female,DC1,0
3587,ciliated columnar cell of tracheobronchial tree,female,DC2,0
3588,ciliated columnar cell of tracheobronchial tree,female,Migratory DCs,0
3589,ciliated columnar cell of tracheobronchial tree,female,Plasmacytoid DCs,0
3590,ciliated columnar cell of tracheobronchial tree,female,Alveolar macrophages,0
3591,ciliated columnar cell of tracheobronchial tree,female,Alveolar Mph CCL3+,0
3592,ciliated columnar cell of tracheobronchial tree,female,Alveolar Mph MT-positive,0
3593,ciliated columnar cell of tracheobronchial tree,female,Alveolar Mph proliferating,0
3594,ciliated columnar cell of tracheobronchial tree,female,Monocyte-derived Mph,0
3595,ciliated columnar cell of tracheobronchial tree,female,Interstitial Mph perivascular,0
3596,ciliated columnar cell of tracheobronchial tree,female,Classical monocytes,0
3597,ciliated columnar cell of tracheobronchial tree,female,Non-classical monocytes,0
3598,ciliated columnar cell of tracheobronchial tree,female,Mast cells,0
3599,ciliated columnar cell of tracheobronchial tree,male,Basal resting,0
3600,ciliated columnar cell of tracheobronchial tree,male,Suprabasal,0
3601,ciliated columnar cell of tracheobronchial tree,male,Hillock-like,0
3602,ciliated columnar cell of tracheobronchial tree,male,Deuterosomal,0
3603,ciliated columnar cell of tracheobronchial tree,male,Multiciliated (nasal),0
3604,ciliated columnar cell of tracheobronchial tree,male,Multiciliated (non-nasal),22816
3605,ciliated columnar cell of tracheobronchial tree,male,Club (non-nasal),0
3606,ciliated columnar cell of tracheobronchial tree,male,Club (nasal),0
3607,ciliated columnar cell of tracheobronchial tree,male,Goblet (nasal),0
3608,ciliated columnar cell of tracheobronchial tree,male,Goblet (bronchial),0
3609,ciliated columnar cell of tracheobronchial tree,male,Goblet (subsegmental),0
3610,ciliated columnar cell of tracheobronchial tree,male,AT0,0
3611,ciliated columnar cell of tracheobronchial tree,male,pre-TB secretory,0
3612,ciliated columnar cell of tracheobronchial tree,male,Ionocyte,0
3613,ciliated columnar cell of tracheobronchial tree,male,Tuft,0
3614,ciliated columnar cell of tracheobronchial tree,male,Neuroendocrine,0
3615,ciliated columnar cell of tracheobronchial tree,male,SMG serous (nasal),0
3616,ciliated columnar cell of tracheobronchial tree,male,SMG serous (bronchial),0
3617,ciliated columnar cell of tracheobronchial tree,male,SMG mucous,0
3618,ciliated columnar cell of tracheobronchial tree,male,SMG duct,0
3619,ciliated columnar cell of tracheobronchial tree,male,AT1,0
3620,ciliated columnar cell of tracheobronchial tree,male,AT2,0
3621,ciliated columnar cell of tracheobronchial tree,male,AT2 proliferating,0
3622,ciliated columnar cell of tracheobronchial tree,male,EC arterial,0
3623,ciliated columnar cell of tracheobronchial tree,male,EC aerocyte capillary,0
3624,ciliated columnar cell of tracheobronchial tree,male,EC general capillary,0
3625,ciliated columnar cell of tracheobronchial tree,male,EC venous systemic,0
3626,ciliated columnar cell of tracheobronchial tree,male,EC venous pulmonary,0
3627,ciliated columnar cell of tracheobronchial tree,male,Lymphatic EC mature,0
3628,ciliated columnar cell of tracheobronchial tree,male,Lymphatic EC proliferating,0
3629,ciliated columnar cell of tracheobronchial tree,male,Lymphatic EC differentiating,0
3630,ciliated columnar cell of tracheobronchial tree,male,Peribronchial fibroblasts,0
3631,ciliated columnar cell of tracheobronchial tree,male,Adventitial fibroblasts,0
3632,ciliated columnar cell of tracheobronchial tree,male,Alveolar fibroblasts,0
3633,ciliated columnar cell of tracheobronchial tree,male,Pericytes,0
3634,ciliated columnar cell of tracheobronchial tree,male,Subpleural fibroblasts,0
3635,ciliated columnar cell of tracheobronchial tree,male,Myofibroblasts,0
3636,ciliated columnar cell of tracheobronchial tree,male,Smooth muscle,0
3637,ciliated columnar cell of tracheobronchial tree,male,Smooth muscle FAM83D+,0
3638,ciliated columnar cell of tracheobronchial tree,male,SM activated stress response,0
3639,ciliated columnar cell of tracheobronchial tree,male,Mesothelium,0
3640,ciliated columnar cell of tracheobronchial tree,male,Hematopoietic stem cells,0
3641,ciliated columnar cell of tracheobronchial tree,male,B cells,0
3642,ciliated columnar cell of tracheobronchial tree,male,Plasma cells,0
3643,ciliated columnar cell of tracheobronchial tree,male,CD4 T cells,0
3644,ciliated columnar cell of tracheobronchial tree,male,CD8 T cells,0
3645,ciliated columnar cell of tracheobronchial tree,male,T cells proliferating,0
3646,ciliated columnar cell of tracheobronchial tree,male,NK cells,0
3647,ciliated columnar cell of tracheobronchial tree,male,DC1,0
3648,ciliated columnar cell of tracheobronchial tree,male,DC2,0
3649,ciliated columnar cell of tracheobronchial tree,male,Migratory DCs,0
3650,ciliated columnar cell of tracheobronchial tree,male,Plasmacytoid DCs,0
3651,ciliated columnar cell of tracheobronchial tree,male,Alveolar macrophages,0
3652,ciliated columnar cell of tracheobronchial tree,male,Alveolar Mph CCL3+,0
3653,ciliated columnar cell of tracheobronchial tree,male,Alveolar Mph MT-positive,0
3654,ciliated columnar cell of tracheobronchial tree,male,Alveolar Mph proliferating,0
3655,ciliated columnar cell of tracheobronchial tree,male,Monocyte-derived Mph,0
3656,ciliated columnar cell of tracheobronchial tree,male,Interstitial Mph perivascular,0
3657,ciliated columnar cell of tracheobronchial tree,male,Classical monocytes,0
3658,ciliated columnar cell of tracheobronchial tree,male,Non-classical monocytes,0
3659,ciliated columnar cell of tracheobronchial tree,male,Mast cells,0
3660,CD1c-positive myeloid dendritic cell,female,Basal resting,0
3661,CD1c-positive myeloid dendritic cell,female,Suprabasal,0
3662,CD1c-positive myeloid dendritic cell,female,Hillock-like,0
3663,CD1c-positive myeloid dendritic cell,female,Deuterosomal,0
3664,CD1c-positive myeloid dendritic cell,female,Multiciliated (nasal),0
3665,CD1c-positive myeloid dendritic cell,female,Multiciliated (non-nasal),0
3666,CD1c-positive myeloid dendritic cell,female,Club (non-nasal),0
3667,CD1c-positive myeloid dendritic cell,female,Club (nasal),0
3668,CD1c-positive myeloid dendritic cell,female,Goblet (nasal),0
3669,CD1c-positive myeloid dendritic cell,female,Goblet (bronchial),0
3670,CD1c-positive myeloid dendritic cell,female,Goblet (subsegmental),0
3671,CD1c-positive myeloid dendritic cell,female,AT0,0
3672,CD1c-positive myeloid dendritic cell,female,pre-TB secretory,0
3673,CD1c-positive myeloid dendritic cell,female,Ionocyte,0
3674,CD1c-positive myeloid dendritic cell,female,Tuft,0
3675,CD1c-positive myeloid dendritic cell,female,Neuroendocrine,0
3676,CD1c-positive myeloid dendritic cell,female,SMG serous (nasal),0
3677,CD1c-positive myeloid dendritic cell,female,SMG serous (bronchial),0
3678,CD1c-positive myeloid dendritic cell,female,SMG mucous,0
3679,CD1c-positive myeloid dendritic cell,female,SMG duct,0
3680,CD1c-positive myeloid dendritic cell,female,AT1,0
3681,CD1c-positive myeloid dendritic cell,female,AT2,0
3682,CD1c-positive myeloid dendritic cell,female,AT2 proliferating,0
3683,CD1c-positive myeloid dendritic cell,female,EC arterial,0
3684,CD1c-positive myeloid dendritic cell,female,EC aerocyte capillary,0
3685,CD1c-positive myeloid dendritic cell,female,EC general capillary,0
3686,CD1c-positive myeloid dendritic cell,female,EC venous systemic,0
3687,CD1c-positive myeloid dendritic cell,female,EC venous pulmonary,0
3688,CD1c-positive myeloid dendritic cell,female,Lymphatic EC mature,0
3689,CD1c-positive myeloid dendritic cell,female,Lymphatic EC proliferating,0
3690,CD1c-positive myeloid dendritic cell,female,Lymphatic EC differentiating,0
3691,CD1c-positive myeloid dendritic cell,female,Peribronchial fibroblasts,0
3692,CD1c-positive myeloid dendritic cell,female,Adventitial fibroblasts,0
3693,CD1c-positive myeloid dendritic cell,female,Alveolar fibroblasts,0
3694,CD1c-positive myeloid dendritic cell,female,Pericytes,0
3695,CD1c-positive myeloid dendritic cell,female,Subpleural fibroblasts,0
3696,CD1c-positive myeloid dendritic cell,female,Myofibroblasts,0
3697,CD1c-positive myeloid dendritic cell,female,Smooth muscle,0
3698,CD1c-positive myeloid dendritic cell,female,Smooth muscle FAM83D+,0
3699,CD1c-positive myeloid dendritic cell,female,SM activated stress response,0
3700,CD1c-positive myeloid dendritic cell,female,Mesothelium,0
3701,CD1c-positive myeloid dendritic cell,female,Hematopoietic stem cells,0
3702,CD1c-positive myeloid dendritic cell,female,B cells,0
3703,CD1c-positive myeloid dendritic cell,female,Plasma cells,0
3704,CD1c-positive myeloid dendritic cell,female,CD4 T cells,0
3705,CD1c-positive myeloid dendritic cell,female,CD8 T cells,0
3706,CD1c-positive myeloid dendritic cell,female,T cells proliferating,0
3707,CD1c-positive myeloid dendritic cell,female,NK cells,0
3708,CD1c-positive myeloid dendritic cell,female,DC1,0
3709,CD1c-positive myeloid dendritic cell,female,DC2,3892
3710,CD1c-positive myeloid dendritic cell,female,Migratory DCs,0
3711,CD1c-positive myeloid dendritic cell,female,Plasmacytoid DCs,0
3712,CD1c-positive myeloid dendritic cell,female,Alveolar macrophages,0
3713,CD1c-positive myeloid dendritic cell,female,Alveolar Mph CCL3+,0
3714,CD1c-positive myeloid dendritic cell,female,Alveolar Mph MT-positive,0
3715,CD1c-positive myeloid dendritic cell,female,Alveolar Mph proliferating,0
3716,CD1c-positive myeloid dendritic cell,female,Monocyte-derived Mph,0
3717,CD1c-positive myeloid dendritic cell,female,Interstitial Mph perivascular,0
3718,CD1c-positive myeloid dendritic cell,female,Classical monocytes,0
3719,CD1c-positive myeloid dendritic cell,female,Non-classical monocytes,0
3720,CD1c-positive myeloid dendritic cell,female,Mast cells,0
3721,CD1c-positive myeloid dendritic cell,male,Basal resting,0
3722,CD1c-positive myeloid dendritic cell,male,Suprabasal,0
3723,CD1c-positive myeloid dendritic cell,male,Hillock-like,0
3724,CD1c-positive myeloid dendritic cell,male,Deuterosomal,0
3725,CD1c-positive myeloid dendritic cell,male,Multiciliated (nasal),0
3726,CD1c-positive myeloid dendritic cell,male,Multiciliated (non-nasal),0
3727,CD1c-positive myeloid dendritic cell,male,Club (non-nasal),0
3728,CD1c-positive myeloid dendritic cell,male,Club (nasal),0
3729,CD1c-positive myeloid dendritic cell,male,Goblet (nasal),0
3730,CD1c-positive myeloid dendritic cell,male,Goblet (bronchial),0
3731,CD1c-positive myeloid dendritic cell,male,Goblet (subsegmental),0
3732,CD1c-positive myeloid dendritic cell,male,AT0,0
3733,CD1c-positive myeloid dendritic cell,male,pre-TB secretory,0
3734,CD1c-positive myeloid dendritic cell,male,Ionocyte,0
3735,CD1c-positive myeloid dendritic cell,male,Tuft,0
3736,CD1c-positive myeloid dendritic cell,male,Neuroendocrine,0
3737,CD1c-positive myeloid dendritic cell,male,SMG serous (nasal),0
3738,CD1c-positive myeloid dendritic cell,male,SMG serous (bronchial),0
3739,CD1c-positive myeloid dendritic cell,male,SMG mucous,0
3740,CD1c-positive myeloid dendritic cell,male,SMG duct,0
3741,CD1c-positive myeloid dendritic cell,male,AT1,0
3742,CD1c-positive myeloid dendritic cell,male,AT2,0
3743,CD1c-positive myeloid dendritic cell,male,AT2 proliferating,0
3744,CD1c-positive myeloid dendritic cell,male,EC arterial,0
3745,CD1c-positive myeloid dendritic cell,male,EC aerocyte capillary,0
3746,CD1c-positive myeloid dendritic cell,male,EC general capillary,0
3747,CD1c-positive myeloid dendritic cell,male,EC venous systemic,0
3748,CD1c-positive myeloid dendritic cell,male,EC venous pulmonary,0
3749,CD1c-positive myeloid dendritic cell,male,Lymphatic EC mature,0
3750,CD1c-positive myeloid dendritic cell,male,Lymphatic EC proliferating,0
3751,CD1c-positive myeloid dendritic cell,male,Lymphatic EC differentiating,0
3752,CD1c-positive myeloid dendritic cell,male,Peribronchial fibroblasts,0
3753,CD1c-positive myeloid dendritic cell,male,Adventitial fibroblasts,0
3754,CD1c-positive myeloid dendritic cell,male,Alveolar fibroblasts,0
3755,CD1c-positive myeloid dendritic cell,male,Pericytes,0
3756,CD1c-positive myeloid dendritic cell,male,Subpleural fibroblasts,0
3757,CD1c-positive myeloid dendritic cell,male,Myofibroblasts,0
3758,CD1c-positive myeloid dendritic cell,male,Smooth muscle,0
3759,CD1c-positive myeloid dendritic cell,male,Smooth muscle FAM83D+,0
3760,CD1c-positive myeloid dendritic cell,male,SM activated stress response,0
3761,CD1c-positive myeloid dendritic cell,male,Mesothelium,0
3762,CD1c-positive myeloid dendritic cell,male,Hematopoietic stem cells,0
3763,CD1c-positive myeloid dendritic cell,male,B cells,0
3764,CD1c-positive myeloid dendritic cell,male,Plasma cells,0
3765,CD1c-positive myeloid dendritic cell,male,CD4 T cells,0
3766,CD1c-positive myeloid dendritic cell,male,CD8 T cells,0
3767,CD1c-positive myeloid dendritic cell,male,T cells proliferating,0
3768,CD1c-positive myeloid dendritic cell,male,NK cells,0
3769,CD1c-positive myeloid dendritic cell,male,DC1,0
3770,CD1c-positive myeloid dendritic cell,male,DC2,5241
3771,CD1c-positive myeloid dendritic cell,male,Migratory DCs,0
3772,CD1c-positive myeloid dendritic cell,male,Plasmacytoid DCs,0
3773,CD1c-positive myeloid dendritic cell,male,Alveolar macrophages,0
3774,CD1c-positive myeloid dendritic cell,male,Alveolar Mph CCL3+,0
3775,CD1c-positive myeloid dendritic cell,male,Alveolar Mph MT-positive,0
3776,CD1c-positive myeloid dendritic cell,male,Alveolar Mph proliferating,0
3777,CD1c-positive myeloid dendritic cell,male,Monocyte-derived Mph,0
3778,CD1c-positive myeloid dendritic cell,male,Interstitial Mph perivascular,0
3779,CD1c-positive myeloid dendritic cell,male,Classical monocytes,0
3780,CD1c-positive myeloid dendritic cell,male,Non-classical monocytes,0
3781,CD1c-positive myeloid dendritic cell,male,Mast cells,0
3782,nasal mucosa goblet cell,female,Basal resting,0
3783,nasal mucosa goblet cell,female,Suprabasal,0
3784,nasal mucosa goblet cell,female,Hillock-like,0
3785,nasal mucosa goblet cell,female,Deuterosomal,0
3786,nasal mucosa goblet cell,female,Multiciliated (nasal),0
3787,nasal mucosa goblet cell,female,Multiciliated (non-nasal),0
3788,nasal mucosa goblet cell,female,Club (non-nasal),0
3789,nasal mucosa goblet cell,female,Club (nasal),0
3790,nasal mucosa goblet cell,female,Goblet (nasal),19664
3791,nasal mucosa goblet cell,female,Goblet (bronchial),0
3792,nasal mucosa goblet cell,female,Goblet (subsegmental),0
3793,nasal mucosa goblet cell,female,AT0,0
3794,nasal mucosa goblet cell,female,pre-TB secretory,0
3795,nasal mucosa goblet cell,female,Ionocyte,0
3796,nasal mucosa goblet cell,female,Tuft,0
3797,nasal mucosa goblet cell,female,Neuroendocrine,0
3798,nasal mucosa goblet cell,female,SMG serous (nasal),0
3799,nasal mucosa goblet cell,female,SMG serous (bronchial),0
3800,nasal mucosa goblet cell,female,SMG mucous,0
3801,nasal mucosa goblet cell,female,SMG duct,0
3802,nasal mucosa goblet cell,female,AT1,0
3803,nasal mucosa goblet cell,female,AT2,0
3804,nasal mucosa goblet cell,female,AT2 proliferating,0
3805,nasal mucosa goblet cell,female,EC arterial,0
3806,nasal mucosa goblet cell,female,EC aerocyte capillary,0
3807,nasal mucosa goblet cell,female,EC general capillary,0
3808,nasal mucosa goblet cell,female,EC venous systemic,0
3809,nasal mucosa goblet cell,female,EC venous pulmonary,0
3810,nasal mucosa goblet cell,female,Lymphatic EC mature,0
3811,nasal mucosa goblet cell,female,Lymphatic EC proliferating,0
3812,nasal mucosa goblet cell,female,Lymphatic EC differentiating,0
3813,nasal mucosa goblet cell,female,Peribronchial fibroblasts,0
3814,nasal mucosa goblet cell,female,Adventitial fibroblasts,0
3815,nasal mucosa goblet cell,female,Alveolar fibroblasts,0
3816,nasal mucosa goblet cell,female,Pericytes,0
3817,nasal mucosa goblet cell,female,Subpleural fibroblasts,0
3818,nasal mucosa goblet cell,female,Myofibroblasts,0
3819,nasal mucosa goblet cell,female,Smooth muscle,0
3820,nasal mucosa goblet cell,female,Smooth muscle FAM83D+,0
3821,nasal mucosa goblet cell,female,SM activated stress response,0
3822,nasal mucosa goblet cell,female,Mesothelium,0
3823,nasal mucosa goblet cell,female,Hematopoietic stem cells,0
3824,nasal mucosa goblet cell,female,B cells,0
3825,nasal mucosa goblet cell,female,Plasma cells,0
3826,nasal mucosa goblet cell,female,CD4 T cells,0
3827,nasal mucosa goblet cell,female,CD8 T cells,0
3828,nasal mucosa goblet cell,female,T cells proliferating,0
3829,nasal mucosa goblet cell,female,NK cells,0
3830,nasal mucosa goblet cell,female,DC1,0
3831,nasal mucosa goblet cell,female,DC2,0
3832,nasal mucosa goblet cell,female,Migratory DCs,0
3833,nasal mucosa goblet cell,female,Plasmacytoid DCs,0
3834,nasal mucosa goblet cell,female,Alveolar macrophages,0
3835,nasal mucosa goblet cell,female,Alveolar Mph CCL3+,0
3836,nasal mucosa goblet cell,female,Alveolar Mph MT-positive,0
3837,nasal mucosa goblet cell,female,Alveolar Mph proliferating,0
3838,nasal mucosa goblet cell,female,Monocyte-derived Mph,0
3839,nasal mucosa goblet cell,female,Interstitial Mph perivascular,0
3840,nasal mucosa goblet cell,female,Classical monocytes,0
3841,nasal mucosa goblet cell,female,Non-classical monocytes,0
3842,nasal mucosa goblet cell,female,Mast cells,0
3843,nasal mucosa goblet cell,male,Basal resting,0
3844,nasal mucosa goblet cell,male,Suprabasal,0
3845,nasal mucosa goblet cell,male,Hillock-like,0
3846,nasal mucosa goblet cell,male,Deuterosomal,0
3847,nasal mucosa goblet cell,male,Multiciliated (nasal),0
3848,nasal mucosa goblet cell,male,Multiciliated (non-nasal),0
3849,nasal mucosa goblet cell,male,Club (non-nasal),0
3850,nasal mucosa goblet cell,male,Club (nasal),0
3851,nasal mucosa goblet cell,male,Goblet (nasal),16169
3852,nasal mucosa goblet cell,male,Goblet (bronchial),0
3853,nasal mucosa goblet cell,male,Goblet (subsegmental),0
3854,nasal mucosa goblet cell,male,AT0,0
3855,nasal mucosa goblet cell,male,pre-TB secretory,0
3856,nasal mucosa goblet cell,male,Ionocyte,0
3857,nasal mucosa goblet cell,male,Tuft,0
3858,nasal mucosa goblet cell,male,Neuroendocrine,0
3859,nasal mucosa goblet cell,male,SMG serous (nasal),0
3860,nasal mucosa goblet cell,male,SMG serous (bronchial),0
3861,nasal mucosa goblet cell,male,SMG mucous,0
3862,nasal mucosa goblet cell,male,SMG duct,0
3863,nasal mucosa goblet cell,male,AT1,0
3864,nasal mucosa goblet cell,male,AT2,0
3865,nasal mucosa goblet cell,male,AT2 proliferating,0
3866,nasal mucosa goblet cell,male,EC arterial,0
3867,nasal mucosa goblet cell,male,EC aerocyte capillary,0
3868,nasal mucosa goblet cell,male,EC general capillary,0
3869,nasal mucosa goblet cell,male,EC venous systemic,0
3870,nasal mucosa goblet cell,male,EC venous pulmonary,0
3871,nasal mucosa goblet cell,male,Lymphatic EC mature,0
3872,nasal mucosa goblet cell,male,Lymphatic EC proliferating,0
3873,nasal mucosa goblet cell,male,Lymphatic EC differentiating,0
3874,nasal mucosa goblet cell,male,Peribronchial fibroblasts,0
3875,nasal mucosa goblet cell,male,Adventitial fibroblasts,0
3876,nasal mucosa goblet cell,male,Alveolar fibroblasts,0
3877,nasal mucosa goblet cell,male,Pericytes,0
3878,nasal mucosa goblet cell,male,Subpleural fibroblasts,0
3879,nasal mucosa goblet cell,male,Myofibroblasts,0
3880,nasal mucosa goblet cell,male,Smooth muscle,0
3881,nasal mucosa goblet cell,male,Smooth muscle FAM83D+,0
3882,nasal mucosa goblet cell,male,SM activated stress response,0
3883,nasal mucosa goblet cell,male,Mesothelium,0
3884,nasal mucosa goblet cell,male,Hematopoietic stem cells,0
3885,nasal mucosa goblet cell,male,B cells,0
3886,nasal mucosa goblet cell,male,Plasma cells,0
3887,nasal mucosa goblet cell,male,CD4 T cells,0
3888,nasal mucosa goblet cell,male,CD8 T cells,0
3889,nasal mucosa goblet cell,male,T cells proliferating,0
3890,nasal mucosa goblet cell,male,NK cells,0
3891,nasal mucosa goblet cell,male,DC1,0
3892,nasal mucosa goblet cell,male,DC2,0
3893,nasal mucosa goblet cell,male,Migratory DCs,0
3894,nasal mucosa goblet cell,male,Plasmacytoid DCs,0
3895,nasal mucosa goblet cell,male,Alveolar macrophages,0
3896,nasal mucosa goblet cell,male,Alveolar Mph CCL3+,0
3897,nasal mucosa goblet cell,male,Alveolar Mph MT-positive,0
3898,nasal mucosa goblet cell,male,Alveolar Mph proliferating,0
3899,nasal mucosa goblet cell,male,Monocyte-derived Mph,0
3900,nasal mucosa goblet cell,male,Interstitial Mph perivascular,0
3901,nasal mucosa goblet cell,male,Classical monocytes,0
3902,nasal mucosa goblet cell,male,Non-classical monocytes,0
3903,nasal mucosa goblet cell,male,Mast cells,0
3904,vein endothelial cell,female,Basal resting,0
3905,vein endothelial cell,female,Suprabasal,0
3906,vein endothelial cell,female,Hillock-like,0
3907,vein endothelial cell,female,Deuterosomal,0
3908,vein endothelial cell,female,Multiciliated (nasal),0
3909,vein endothelial cell,female,Multiciliated (non-nasal),0
3910,vein endothelial cell,female,Club (non-nasal),0
3911,vein endothelial cell,female,Club (nasal),0
3912,vein endothelial cell,female,Goblet (nasal),0
3913,vein endothelial cell,female,Goblet (bronchial),0
3914,vein endothelial cell,female,Goblet (subsegmental),0
3915,vein endothelial cell,female,AT0,0
3916,vein endothelial cell,female,pre-TB secretory,0
3917,vein endothelial cell,female,Ionocyte,0
3918,vein endothelial cell,female,Tuft,0
3919,vein endothelial cell,female,Neuroendocrine,0
3920,vein endothelial cell,female,SMG serous (nasal),0
3921,vein endothelial cell,female,SMG serous (bronchial),0
3922,vein endothelial cell,female,SMG mucous,0
3923,vein endothelial cell,female,SMG duct,0
3924,vein endothelial cell,female,AT1,0
3925,vein endothelial cell,female,AT2,0
3926,vein endothelial cell,female,AT2 proliferating,0
3927,vein endothelial cell,female,EC arterial,0
3928,vein endothelial cell,female,EC aerocyte capillary,0
3929,vein endothelial cell,female,EC general capillary,0
3930,vein endothelial cell,female,EC venous systemic,2945
3931,vein endothelial cell,female,EC venous pulmonary,1300
3932,vein endothelial cell,female,Lymphatic EC mature,0
3933,vein endothelial cell,female,Lymphatic EC proliferating,0
3934,vein endothelial cell,female,Lymphatic EC differentiating,0
3935,vein endothelial cell,female,Peribronchial fibroblasts,0
3936,vein endothelial cell,female,Adventitial fibroblasts,0
3937,vein endothelial cell,female,Alveolar fibroblasts,0
3938,vein endothelial cell,female,Pericytes,0
3939,vein endothelial cell,female,Subpleural fibroblasts,0
3940,vein endothelial cell,female,Myofibroblasts,0
3941,vein endothelial cell,female,Smooth muscle,0
3942,vein endothelial cell,female,Smooth muscle FAM83D+,0
3943,vein endothelial cell,female,SM activated stress response,0
3944,vein endothelial cell,female,Mesothelium,0
3945,vein endothelial cell,female,Hematopoietic stem cells,0
3946,vein endothelial cell,female,B cells,0
3947,vein endothelial cell,female,Plasma cells,0
3948,vein endothelial cell,female,CD4 T cells,0
3949,vein endothelial cell,female,CD8 T cells,0
3950,vein endothelial cell,female,T cells proliferating,0
3951,vein endothelial cell,female,NK cells,0
3952,vein endothelial cell,female,DC1,0
3953,vein endothelial cell,female,DC2,0
3954,vein endothelial cell,female,Migratory DCs,0
3955,vein endothelial cell,female,Plasmacytoid DCs,0
3956,vein endothelial cell,female,Alveolar macrophages,0
3957,vein endothelial cell,female,Alveolar Mph CCL3+,0
3958,vein endothelial cell,female,Alveolar Mph MT-positive,0
3959,vein endothelial cell,female,Alveolar Mph proliferating,0
3960,vein endothelial cell,female,Monocyte-derived Mph,0
3961,vein endothelial cell,female,Interstitial Mph perivascular,0
3962,vein endothelial cell,female,Classical monocytes,0
3963,vein endothelial cell,female,Non-classical monocytes,0
3964,vein endothelial cell,female,Mast cells,0
3965,vein endothelial cell,male,Basal resting,0
