cell_type,ann_level_1,ann_level_5,0
endothelial cell of lymphatic vessel,Endothelial,pre-TB secretory,0
endothelial cell of lymphatic vessel,Epithelial,AT0,0
endothelial cell of lymphatic vessel,Epithelial,Alveolar Mph CCL3+,0
endothelial cell of lymphatic vessel,Epithelial,Alveolar Mph MT-positive,0
endothelial cell of lymphatic vessel,Epithelial,Alveolar Mph proliferating,0
endothelial cell of lymphatic vessel,Epithelial,Club (nasal),0
endothelial cell of lymphatic vessel,Epithelial,Club (non-nasal),0
endothelial cell of lymphatic vessel,Epithelial,Goblet (bronchial),0
endothelial cell of lymphatic vessel,Epithelial,Goblet (nasal),0
endothelial cell of lymphatic vessel,Epithelial,Goblet (subsegmental),0
endothelial cell of lymphatic vessel,Epithelial,Interstitial Mph perivascular,0
endothelial cell of lymphatic vessel,Epithelial,Monocyte-derived Mph,0
endothelial cell of lymphatic vessel,Epithelial,Multiciliated (nasal),0
endothelial cell of lymphatic vessel,Epithelial,Multiciliated (non-nasal),0
endothelial cell of lymphatic vessel,Epithelial,None,0
endothelial cell of lymphatic vessel,Epithelial,SMG serous (bronchial),0
endothelial cell of lymphatic vessel,Epithelial,SMG serous (nasal),0
endothelial cell of lymphatic vessel,Epithelial,pre-TB secretory,0
endothelial cell of lymphatic vessel,Immune,AT0,0
endothelial cell of lymphatic vessel,Immune,Alveolar Mph CCL3+,0
endothelial cell of lymphatic vessel,Immune,Alveolar Mph MT-positive,0
endothelial cell of lymphatic vessel,Immune,Alveolar Mph proliferating,0
endothelial cell of lymphatic vessel,Immune,Club (nasal),0
endothelial cell of lymphatic vessel,Immune,Club (non-nasal),0
endothelial cell of lymphatic vessel,Immune,Goblet (bronchial),0
endothelial cell of lymphatic vessel,Immune,Goblet (nasal),0
endothelial cell of lymphatic vessel,Immune,Goblet (subsegmental),0
endothelial cell of lymphatic vessel,Immune,Interstitial Mph perivascular,0
endothelial cell of lymphatic vessel,Immune,Monocyte-derived Mph,0
endothelial cell of lymphatic vessel,Immune,Multiciliated (nasal),0
endothelial cell of lymphatic vessel,Immune,Multiciliated (non-nasal),0
endothelial cell of lymphatic vessel,Immune,None,0
endothelial cell of lymphatic vessel,Immune,SMG serous (bronchial),0
endothelial cell of lymphatic vessel,Immune,SMG serous (nasal),0
endothelial cell of lymphatic vessel,Immune,pre-TB secretory,0
endothelial cell of lymphatic vessel,Stroma,AT0,0
endothelial cell of lymphatic vessel,Stroma,Alveolar Mph CCL3+,0
endothelial cell of lymphatic vessel,Stroma,Alveolar Mph MT-positive,0
endothelial cell of lymphatic vessel,Stroma,Alveolar Mph proliferating,0
endothelial cell of lymphatic vessel,Stroma,Club (nasal),0
endothelial cell of lymphatic vessel,Stroma,Club (non-nasal),0
endothelial cell of lymphatic vessel,Stroma,Goblet (bronchial),0
endothelial cell of lymphatic vessel,Stroma,Goblet (nasal),0
endothelial cell of lymphatic vessel,Stroma,Goblet (subsegmental),0
endothelial cell of lymphatic vessel,Stroma,Interstitial Mph perivascular,0
endothelial cell of lymphatic vessel,Stroma,Monocyte-derived Mph,0
endothelial cell of lymphatic vessel,Stroma,Multiciliated (nasal),0
endothelial cell of lymphatic vessel,Stroma,Multiciliated (non-nasal),0
endothelial cell of lymphatic vessel,Stroma,None,0
endothelial cell of lymphatic vessel,Stroma,SMG serous (bronchial),0
endothelial cell of lymphatic vessel,Stroma,SMG serous (nasal),0
endothelial cell of lymphatic vessel,Stroma,pre-TB secretory,0
capillary endothelial cell,Endothelial,AT0,0
capillary endothelial cell,Endothelial,Alveolar Mph CCL3+,0
capillary endothelial cell,Endothelial,Alveolar Mph MT-positive,0
capillary endothelial cell,Endothelial,Alveolar Mph proliferating,0
capillary endothelial cell,Endothelial,Club (nasal),0
capillary endothelial cell,Endothelial,Club (non-nasal),0
capillary endothelial cell,Endothelial,Goblet (bronchial),0
capillary endothelial cell,Endothelial,Goblet (nasal),0
capillary endothelial cell,Endothelial,Goblet (subsegmental),0
capillary endothelial cell,Endothelial,Interstitial Mph perivascular,0
capillary endothelial cell,Endothelial,Monocyte-derived Mph,0
capillary endothelial cell,Endothelial,Multiciliated (nasal),0
capillary endothelial cell,Endothelial,Multiciliated (non-nasal),0
capillary endothelial cell,Endothelial,None,23205
capillary endothelial cell,Endothelial,SMG serous (bronchial),0
capillary endothelial cell,Endothelial,SMG serous (nasal),0
capillary endothelial cell,Endothelial,pre-TB secretory,0
capillary endothelial cell,Epithelial,AT0,0
capillary endothelial cell,Epithelial,Alveolar Mph CCL3+,0
capillary endothelial cell,Epithelial,Alveolar Mph MT-positive,0
capillary endothelial cell,Epithelial,Alveolar Mph proliferating,0
capillary endothelial cell,Epithelial,Club (nasal),0
capillary endothelial cell,Epithelial,Club (non-nasal),0
capillary endothelial cell,Epithelial,Goblet (bronchial),0
capillary endothelial cell,Epithelial,Goblet (nasal),0
capillary endothelial cell,Epithelial,Goblet (subsegmental),0
capillary endothelial cell,Epithelial,Interstitial Mph perivascular,0
capillary endothelial cell,Epithelial,Monocyte-derived Mph,0
capillary endothelial cell,Epithelial,Multiciliated (nasal),0
capillary endothelial cell,Epithelial,Multiciliated (non-nasal),0
capillary endothelial cell,Epithelial,None,0
capillary endothelial cell,Epithelial,SMG serous (bronchial),0
capillary endothelial cell,Epithelial,SMG serous (nasal),0
capillary endothelial cell,Epithelial,pre-TB secretory,0
capillary endothelial cell,Immune,AT0,0
capillary endothelial cell,Immune,Alveolar Mph CCL3+,0
capillary endothelial cell,Immune,Alveolar Mph MT-positive,0
capillary endothelial cell,Immune,Alveolar Mph proliferating,0
capillary endothelial cell,Immune,Club (nasal),0
capillary endothelial cell,Immune,Club (non-nasal),0
capillary endothelial cell,Immune,Goblet (bronchial),0
capillary endothelial cell,Immune,Goblet (nasal),0
capillary endothelial cell,Immune,Goblet (subsegmental),0
capillary endothelial cell,Immune,Interstitial Mph perivascular,0
capillary endothelial cell,Immune,Monocyte-derived Mph,0
capillary endothelial cell,Immune,Multiciliated (nasal),0
capillary endothelial cell,Immune,Multiciliated (non-nasal),0
capillary endothelial cell,Immune,None,0
capillary endothelial cell,Immune,SMG serous (bronchial),0
capillary endothelial cell,Immune,SMG serous (nasal),0
capillary endothelial cell,Immune,pre-TB secretory,0
capillary endothelial cell,Stroma,AT0,0
capillary endothelial cell,Stroma,Alveolar Mph CCL3+,0
capillary endothelial cell,Stroma,Alveolar Mph MT-positive,0
capillary endothelial cell,Stroma,Alveolar Mph proliferating,0
capillary endothelial cell,Stroma,Club (nasal),0
capillary endothelial cell,Stroma,Club (non-nasal),0
capillary endothelial cell,Stroma,Goblet (bronchial),0
capillary endothelial cell,Stroma,Goblet (nasal),0
capillary endothelial cell,Stroma,Goblet (subsegmental),0
capillary endothelial cell,Stroma,Interstitial Mph perivascular,0
capillary endothelial cell,Stroma,Monocyte-derived Mph,0
capillary endothelial cell,Stroma,Multiciliated (nasal),0
capillary endothelial cell,Stroma,Multiciliated (non-nasal),0
capillary endothelial cell,Stroma,None,0
capillary endothelial cell,Stroma,SMG serous (bronchial),0
capillary endothelial cell,Stroma,SMG serous (nasal),0
capillary endothelial cell,Stroma,pre-TB secretory,0
ciliated columnar cell of tracheobronchial tree,Endothelial,AT0,0
ciliated columnar cell of tracheobronchial tree,Endothelial,Alveolar Mph CCL3+,0
ciliated columnar cell of tracheobronchial tree,Endothelial,Alveolar Mph MT-positive,0
ciliated columnar cell of tracheobronchial tree,Endothelial,Alveolar Mph proliferating,0
ciliated columnar cell of tracheobronchial tree,Endothelial,Club (nasal),0
ciliated columnar cell of tracheobronchial tree,Endothelial,Club (non-nasal),0
ciliated columnar cell of tracheobronchial tree,Endothelial,Goblet (bronchial),0
ciliated columnar cell of tracheobronchial tree,Endothelial,Goblet (nasal),0
ciliated columnar cell of tracheobronchial tree,Endothelial,Goblet (subsegmental),0
ciliated columnar cell of tracheobronchial tree,Endothelial,Interstitial Mph perivascular,0
ciliated columnar cell of tracheobronchial tree,Endothelial,Monocyte-derived Mph,0
ciliated columnar cell of tracheobronchial tree,Endothelial,Multiciliated (nasal),0
ciliated columnar cell of tracheobronchial tree,Endothelial,Multiciliated (non-nasal),0
ciliated columnar cell of tracheobronchial tree,Endothelial,None,0
ciliated columnar cell of tracheobronchial tree,Endothelial,SMG serous (bronchial),0
ciliated columnar cell of tracheobronchial tree,Endothelial,SMG serous (nasal),0
ciliated columnar cell of tracheobronchial tree,Endothelial,pre-TB secretory,0
ciliated columnar cell of tracheobronchial tree,Epithelial,AT0,0
ciliated columnar cell of tracheobronchial tree,Epithelial,Alveolar Mph CCL3+,0
ciliated columnar cell of tracheobronchial tree,Epithelial,Alveolar Mph MT-positive,0
ciliated columnar cell of tracheobronchial tree,Epithelial,Alveolar Mph proliferating,0
ciliated columnar cell of tracheobronchial tree,Epithelial,Club (nasal),0
ciliated columnar cell of tracheobronchial tree,Epithelial,Club (non-nasal),0
ciliated columnar cell of tracheobronchial tree,Epithelial,Goblet (bronchial),0
ciliated columnar cell of tracheobronchial tree,Epithelial,Goblet (nasal),0
ciliated columnar cell of tracheobronchial tree,Epithelial,Goblet (subsegmental),0
ciliated columnar cell of tracheobronchial tree,Epithelial,Interstitial Mph perivascular,0
ciliated columnar cell of tracheobronchial tree,Epithelial,Monocyte-derived Mph,0
ciliated columnar cell of tracheobronchial tree,Epithelial,Multiciliated (nasal),0
ciliated columnar cell of tracheobronchial tree,Epithelial,Multiciliated (non-nasal),35225
ciliated columnar cell of tracheobronchial tree,Epithelial,None,0
ciliated columnar cell of tracheobronchial tree,Epithelial,SMG serous (bronchial),0
ciliated columnar cell of tracheobronchial tree,Epithelial,SMG serous (nasal),0
ciliated columnar cell of tracheobronchial tree,Epithelial,pre-TB secretory,0
ciliated columnar cell of tracheobronchial tree,Immune,AT0,0
ciliated columnar cell of tracheobronchial tree,Immune,Alveolar Mph CCL3+,0
ciliated columnar cell of tracheobronchial tree,Immune,Alveolar Mph MT-positive,0
ciliated columnar cell of tracheobronchial tree,Immune,Alveolar Mph proliferating,0
ciliated columnar cell of tracheobronchial tree,Immune,Club (nasal),0
ciliated columnar cell of tracheobronchial tree,Immune,Club (non-nasal),0
ciliated columnar cell of tracheobronchial tree,Immune,Goblet (bronchial),0
ciliated columnar cell of tracheobronchial tree,Immune,Goblet (nasal),0
ciliated columnar cell of tracheobronchial tree,Immune,Goblet (subsegmental),0
ciliated columnar cell of tracheobronchial tree,Immune,Interstitial Mph perivascular,0
ciliated columnar cell of tracheobronchial tree,Immune,Monocyte-derived Mph,0
ciliated columnar cell of tracheobronchial tree,Immune,Multiciliated (nasal),0
ciliated columnar cell of tracheobronchial tree,Immune,Multiciliated (non-nasal),0
ciliated columnar cell of tracheobronchial tree,Immune,None,0
ciliated columnar cell of tracheobronchial tree,Immune,SMG serous (bronchial),0
ciliated columnar cell of tracheobronchial tree,Immune,SMG serous (nasal),0
ciliated columnar cell of tracheobronchial tree,Immune,pre-TB secretory,0
ciliated columnar cell of tracheobronchial tree,Stroma,AT0,0
ciliated columnar cell of tracheobronchial tree,Stroma,Alveolar Mph CCL3+,0
ciliated columnar cell of tracheobronchial tree,Stroma,Alveolar Mph MT-positive,0
ciliated columnar cell of tracheobronchial tree,Stroma,Alveolar Mph proliferating,0
ciliated columnar cell of tracheobronchial tree,Stroma,Club (nasal),0
ciliated columnar cell of tracheobronchial tree,Stroma,Club (non-nasal),0
ciliated columnar cell of tracheobronchial tree,Stroma,Goblet (bronchial),0
ciliated columnar cell of tracheobronchial tree,Stroma,Goblet (nasal),0
ciliated columnar cell of tracheobronchial tree,Stroma,Goblet (subsegmental),0
ciliated columnar cell of tracheobronchial tree,Stroma,Interstitial Mph perivascular,0
ciliated columnar cell of tracheobronchial tree,Stroma,Monocyte-derived Mph,0
ciliated columnar cell of tracheobronchial tree,Stroma,Multiciliated (nasal),0
ciliated columnar cell of tracheobronchial tree,Stroma,Multiciliated (non-nasal),0
ciliated columnar cell of tracheobronchial tree,Stroma,None,0
ciliated columnar cell of tracheobronchial tree,Stroma,SMG serous (bronchial),0
ciliated columnar cell of tracheobronchial tree,Stroma,SMG serous (nasal),0
ciliated columnar cell of tracheobronchial tree,Stroma,pre-TB secretory,0
CD1c-positive myeloid dendritic cell,Endothelial,AT0,0
CD1c-positive myeloid dendritic cell,Endothelial,Alveolar Mph CCL3+,0
CD1c-positive myeloid dendritic cell,Endothelial,Alveolar Mph MT-positive,0
CD1c-positive myeloid dendritic cell,Endothelial,Alveolar Mph proliferating,0
CD1c-positive myeloid dendritic cell,Endothelial,Club (nasal),0
CD1c-positive myeloid dendritic cell,Endothelial,Club (non-nasal),0
CD1c-positive myeloid dendritic cell,Endothelial,Goblet (bronchial),0
CD1c-positive myeloid dendritic cell,Endothelial,Goblet (nasal),0
CD1c-positive myeloid dendritic cell,Endothelial,Goblet (subsegmental),0
CD1c-positive myeloid dendritic cell,Endothelial,Interstitial Mph perivascular,0
CD1c-positive myeloid dendritic cell,Endothelial,Monocyte-derived Mph,0
CD1c-positive myeloid dendritic cell,Endothelial,Multiciliated (nasal),0
CD1c-positive myeloid dendritic cell,Endothelial,Multiciliated (non-nasal),0
CD1c-positive myeloid dendritic cell,Endothelial,None,0
CD1c-positive myeloid dendritic cell,Endothelial,SMG serous (bronchial),0
CD1c-positive myeloid dendritic cell,Endothelial,SMG serous (nasal),0
CD1c-positive myeloid dendritic cell,Endothelial,pre-TB secretory,0
CD1c-positive myeloid dendritic cell,Epithelial,AT0,0
CD1c-positive myeloid dendritic cell,Epithelial,Alveolar Mph CCL3+,0
CD1c-positive myeloid dendritic cell,Epithelial,Alveolar Mph MT-positive,0
CD1c-positive myeloid dendritic cell,Epithelial,Alveolar Mph proliferating,0
CD1c-positive myeloid dendritic cell,Epithelial,Club (nasal),0
CD1c-positive myeloid dendritic cell,Epithelial,Club (non-nasal),0
CD1c-positive myeloid dendritic cell,Epithelial,Goblet (bronchial),0
CD1c-positive myeloid dendritic cell,Epithelial,Goblet (nasal),0
CD1c-positive myeloid dendritic cell,Epithelial,Goblet (subsegmental),0
CD1c-positive myeloid dendritic cell,Epithelial,Interstitial Mph perivascular,0
CD1c-positive myeloid dendritic cell,Epithelial,Monocyte-derived Mph,0
CD1c-positive myeloid dendritic cell,Epithelial,Multiciliated (nasal),0
CD1c-positive myeloid dendritic cell,Epithelial,Multiciliated (non-nasal),0
CD1c-positive myeloid dendritic cell,Epithelial,None,0
CD1c-positive myeloid dendritic cell,Epithelial,SMG serous (bronchial),0
CD1c-positive myeloid dendritic cell,Epithelial,SMG serous (nasal),0
CD1c-positive myeloid dendritic cell,Epithelial,pre-TB secretory,0
CD1c-positive myeloid dendritic cell,Immune,AT0,0
CD1c-positive myeloid dendritic cell,Immune,Alveolar Mph CCL3+,0
CD1c-positive myeloid dendritic cell,Immune,Alveolar Mph MT-positive,0
CD1c-positive myeloid dendritic cell,Immune,Alveolar Mph proliferating,0
CD1c-positive myeloid dendritic cell,Immune,Club (nasal),0
CD1c-positive myeloid dendritic cell,Immune,Club (non-nasal),0
CD1c-positive myeloid dendritic cell,Immune,Goblet (bronchial),0
CD1c-positive myeloid dendritic cell,Immune,Goblet (nasal),0
CD1c-positive myeloid dendritic cell,Immune,Goblet (subsegmental),0
CD1c-positive myeloid dendritic cell,Immune,Interstitial Mph perivascular,0
CD1c-positive myeloid dendritic cell,Immune,Monocyte-derived Mph,0
CD1c-positive myeloid dendritic cell,Immune,Multiciliated (nasal),0
CD1c-positive myeloid dendritic cell,Immune,Multiciliated (non-nasal),0
CD1c-positive myeloid dendritic cell,Immune,None,9133
CD1c-positive myeloid dendritic cell,Immune,SMG serous (bronchial),0
CD1c-positive myeloid dendritic cell,Immune,SMG serous (nasal),0
CD1c-positive myeloid dendritic cell,Immune,pre-TB secretory,0
CD1c-positive myeloid dendritic cell,Stroma,AT0,0
CD1c-positive myeloid dendritic cell,Stroma,Alveolar Mph CCL3+,0
CD1c-positive myeloid dendritic cell,Stroma,Alveolar Mph MT-positive,0
CD1c-positive myeloid dendritic cell,Stroma,Alveolar Mph proliferating,0
CD1c-positive myeloid dendritic cell,Stroma,Club (nasal),0
CD1c-positive myeloid dendritic cell,Stroma,Club (non-nasal),0
CD1c-positive myeloid dendritic cell,Stroma,Goblet (bronchial),0
CD1c-positive myeloid dendritic cell,Stroma,Goblet (nasal),0
CD1c-positive myeloid dendritic cell,Stroma,Goblet (subsegmental),0
CD1c-positive myeloid dendritic cell,Stroma,Interstitial Mph perivascular,0
CD1c-positive myeloid dendritic cell,Stroma,Monocyte-derived Mph,0
CD1c-positive myeloid dendritic cell,Stroma,Multiciliated (nasal),0
CD1c-positive myeloid dendritic cell,Stroma,Multiciliated (non-nasal),0
CD1c-positive myeloid dendritic cell,Stroma,None,0
CD1c-positive myeloid dendritic cell,Stroma,SMG serous (bronchial),0
CD1c-positive myeloid dendritic cell,Stroma,SMG serous (nasal),0
CD1c-positive myeloid dendritic cell,Stroma,pre-TB secretory,0
nasal mucosa goblet cell,Endothelial,AT0,0
nasal mucosa goblet cell,Endothelial,Alveolar Mph CCL3+,0
nasal mucosa goblet cell,Endothelial,Alveolar Mph MT-positive,0
nasal mucosa goblet cell,Endothelial,Alveolar Mph proliferating,0
nasal mucosa goblet cell,Endothelial,Club (nasal),0
nasal mucosa goblet cell,Endothelial,Club (non-nasal),0
nasal mucosa goblet cell,Endothelial,Goblet (bronchial),0
nasal mucosa goblet cell,Endothelial,Goblet (nasal),0
nasal mucosa goblet cell,Endothelial,Goblet (subsegmental),0
nasal mucosa goblet cell,Endothelial,Interstitial Mph perivascular,0
nasal mucosa goblet cell,Endothelial,Monocyte-derived Mph,0
nasal mucosa goblet cell,Endothelial,Multiciliated (nasal),0
nasal mucosa goblet cell,Endothelial,Multiciliated (non-nasal),0
nasal mucosa goblet cell,Endothelial,None,0
nasal mucosa goblet cell,Endothelial,SMG serous (bronchial),0
nasal mucosa goblet cell,Endothelial,SMG serous (nasal),0
nasal mucosa goblet cell,Endothelial,pre-TB secretory,0
nasal mucosa goblet cell,Epithelial,AT0,0
nasal mucosa goblet cell,Epithelial,Alveolar Mph CCL3+,0
nasal mucosa goblet cell,Epithelial,Alveolar Mph MT-positive,0
nasal mucosa goblet cell,Epithelial,Alveolar Mph proliferating,0
nasal mucosa goblet cell,Epithelial,Club (nasal),0
nasal mucosa goblet cell,Epithelial,Club (non-nasal),0
nasal mucosa goblet cell,Epithelial,Goblet (bronchial),0
nasal mucosa goblet cell,Epithelial,Goblet (nasal),35833
nasal mucosa goblet cell,Epithelial,Goblet (subsegmental),0
nasal mucosa goblet cell,Epithelial,Interstitial Mph perivascular,0
nasal mucosa goblet cell,Epithelial,Monocyte-derived Mph,0
nasal mucosa goblet cell,Epithelial,Multiciliated (nasal),0
nasal mucosa goblet cell,Epithelial,Multiciliated (non-nasal),0
nasal mucosa goblet cell,Epithelial,None,0
nasal mucosa goblet cell,Epithelial,SMG serous (bronchial),0
nasal mucosa goblet cell,Epithelial,SMG serous (nasal),0
nasal mucosa goblet cell,Epithelial,pre-TB secretory,0
nasal mucosa goblet cell,Immune,AT0,0
nasal mucosa goblet cell,Immune,Alveolar Mph CCL3+,0
nasal mucosa goblet cell,Immune,Alveolar Mph MT-positive,0
nasal mucosa goblet cell,Immune,Alveolar Mph proliferating,0
nasal mucosa goblet cell,Immune,Club (nasal),0
nasal mucosa goblet cell,Immune,Club (non-nasal),0
nasal mucosa goblet cell,Immune,Goblet (bronchial),0
nasal mucosa goblet cell,Immune,Goblet (nasal),0
nasal mucosa goblet cell,Immune,Goblet (subsegmental),0
nasal mucosa goblet cell,Immune,Interstitial Mph perivascular,0
nasal mucosa goblet cell,Immune,Monocyte-derived Mph,0
nasal mucosa goblet cell,Immune,Multiciliated (nasal),0
nasal mucosa goblet cell,Immune,Multiciliated (non-nasal),0
nasal mucosa goblet cell,Immune,None,0
nasal mucosa goblet cell,Immune,SMG serous (bronchial),0
nasal mucosa goblet cell,Immune,SMG serous (nasal),0
nasal mucosa goblet cell,Immune,pre-TB secretory,0
nasal mucosa goblet cell,Stroma,AT0,0
nasal mucosa goblet cell,Stroma,Alveolar Mph CCL3+,0
nasal mucosa goblet cell,Stroma,Alveolar Mph MT-positive,0
nasal mucosa goblet cell,Stroma,Alveolar Mph proliferating,0
nasal mucosa goblet cell,Stroma,Club (nasal),0
nasal mucosa goblet cell,Stroma,Club (non-nasal),0
nasal mucosa goblet cell,Stroma,Goblet (bronchial),0
nasal mucosa goblet cell,Stroma,Goblet (nasal),0
nasal mucosa goblet cell,Stroma,Goblet (subsegmental),0
nasal mucosa goblet cell,Stroma,Interstitial Mph perivascular,0
nasal mucosa goblet cell,Stroma,Monocyte-derived Mph,0
nasal mucosa goblet cell,Stroma,Multiciliated (nasal),0
nasal mucosa goblet cell,Stroma,Multiciliated (non-nasal),0
nasal mucosa goblet cell,Stroma,None,0
nasal mucosa goblet cell,Stroma,SMG serous (bronchial),0
nasal mucosa goblet cell,Stroma,SMG serous (nasal),0
nasal mucosa goblet cell,Stroma,pre-TB secretory,0
vein endothelial cell,Endothelial,AT0,0
vein endothelial cell,Endothelial,Alveolar Mph CCL3+,0
vein endothelial cell,Endothelial,Alveolar Mph MT-positive,0
vein endothelial cell,Endothelial,Alveolar Mph proliferating,0
vein endothelial cell,Endothelial,Club (nasal),0
vein endothelial cell,Endothelial,Club (non-nasal),0
vein endothelial cell,Endothelial,Goblet (bronchial),0
vein endothelial cell,Endothelial,Goblet (nasal),0
vein endothelial cell,Endothelial,Goblet (subsegmental),0
vein endothelial cell,Endothelial,Interstitial Mph perivascular,0
vein endothelial cell,Endothelial,Monocyte-derived Mph,0
vein endothelial cell,Endothelial,Multiciliated (nasal),0
vein endothelial cell,Endothelial,Multiciliated (non-nasal),0
vein endothelial cell,Endothelial,None,12975
vein endothelial cell,Endothelial,SMG serous (bronchial),0
vein endothelial cell,Endothelial,SMG serous (nasal),0
vein endothelial cell,Endothelial,pre-TB secretory,0
vein endothelial cell,Epithelial,AT0,0
vein endothelial cell,Epithelial,Alveolar Mph CCL3+,0
vein endothelial cell,Epithelial,Alveolar Mph MT-positive,0
vein endothelial cell,Epithelial,Alveolar Mph proliferating,0
vein endothelial cell,Epithelial,Club (nasal),0
vein endothelial cell,Epithelial,Club (non-nasal),0
vein endothelial cell,Epithelial,Goblet (bronchial),0
vein endothelial cell,Epithelial,Goblet (nasal),0
vein endothelial cell,Epithelial,Goblet (subsegmental),0
vein endothelial cell,Epithelial,Interstitial Mph perivascular,0
vein endothelial cell,Epithelial,Monocyte-derived Mph,0
vein endothelial cell,Epithelial,Multiciliated (nasal),0
vein endothelial cell,Epithelial,Multiciliated (non-nasal),0
vein endothelial cell,Epithelial,None,0
vein endothelial cell,Epithelial,SMG serous (bronchial),0
vein endothelial cell,Epithelial,SMG serous (nasal),0
vein endothelial cell,Epithelial,pre-TB secretory,0
vein endothelial cell,Immune,AT0,0
vein endothelial cell,Immune,Alveolar Mph CCL3+,0
vein endothelial cell,Immune,Alveolar Mph MT-positive,0
vein endothelial cell,Immune,Alveolar Mph proliferating,0
vein endothelial cell,Immune,Club (nasal),0
vein endothelial cell,Immune,Club (non-nasal),0
vein endothelial cell,Immune,Goblet (bronchial),0
vein endothelial cell,Immune,Goblet (nasal),0
vein endothelial cell,Immune,Goblet (subsegmental),0
vein endothelial cell,Immune,Interstitial Mph perivascular,0
vein endothelial cell,Immune,Monocyte-derived Mph,0
vein endothelial cell,Immune,Multiciliated (nasal),0
vein endothelial cell,Immune,Multiciliated (non-nasal),0
vein endothelial cell,Immune,None,0
vein endothelial cell,Immune,SMG serous (bronchial),0
vein endothelial cell,Immune,SMG serous (nasal),0
vein endothelial cell,Immune,pre-TB secretory,0
vein endothelial cell,Stroma,AT0,0
vein endothelial cell,Stroma,Alveolar Mph CCL3+,0
vein endothelial cell,Stroma,Alveolar Mph MT-positive,0
vein endothelial cell,Stroma,Alveolar Mph proliferating,0
vein endothelial cell,Stroma,Club (nasal),0
vein endothelial cell,Stroma,Club (non-nasal),0
vein endothelial cell,Stroma,Goblet (bronchial),0
vein endothelial cell,Stroma,Goblet (nasal),0
vein endothelial cell,Stroma,Goblet (subsegmental),0
vein endothelial cell,Stroma,Interstitial Mph perivascular,0
vein endothelial cell,Stroma,Monocyte-derived Mph,0
vein endothelial cell,Stroma,Multiciliated (nasal),0
vein endothelial cell,Stroma,Multiciliated (non-nasal),0
vein endothelial cell,Stroma,None,0
vein endothelial cell,Stroma,SMG serous (bronchial),0
vein endothelial cell,Stroma,SMG serous (nasal),0
vein endothelial cell,Stroma,pre-TB secretory,0
epithelial cell of lower respiratory tract,Endothelial,AT0,0
epithelial cell of lower respiratory tract,Endothelial,Alveolar Mph CCL3+,0
epithelial cell of lower respiratory tract,Endothelial,Alveolar Mph MT-positive,0
epithelial cell of lower respiratory tract,Endothelial,Alveolar Mph proliferating,0
epithelial cell of lower respiratory tract,Endothelial,Club (nasal),0
epithelial cell of lower respiratory tract,Endothelial,Club (non-nasal),0
epithelial cell of lower respiratory tract,Endothelial,Goblet (bronchial),0
epithelial cell of lower respiratory tract,Endothelial,Goblet (nasal),0
epithelial cell of lower respiratory tract,Endothelial,Goblet (subsegmental),0
epithelial cell of lower respiratory tract,Endothelial,Interstitial Mph perivascular,0
epithelial cell of lower respiratory tract,Endothelial,Monocyte-derived Mph,0
epithelial cell of lower respiratory tract,Endothelial,Multiciliated (nasal),0
epithelial cell of lower respiratory tract,Endothelial,Multiciliated (non-nasal),0
epithelial cell of lower respiratory tract,Endothelial,None,0
epithelial cell of lower respiratory tract,Endothelial,SMG serous (bronchial),0
epithelial cell of lower respiratory tract,Endothelial,SMG serous (nasal),0
epithelial cell of lower respiratory tract,Endothelial,pre-TB secretory,0
epithelial cell of lower respiratory tract,Epithelial,AT0,0
epithelial cell of lower respiratory tract,Epithelial,Alveolar Mph CCL3+,0
epithelial cell of lower respiratory tract,Epithelial,Alveolar Mph MT-positive,0
epithelial cell of lower respiratory tract,Epithelial,Alveolar Mph proliferating,0
epithelial cell of lower respiratory tract,Epithelial,Club (nasal),0
epithelial cell of lower respiratory tract,Epithelial,Club (non-nasal),0
epithelial cell of lower respiratory tract,Epithelial,Goblet (bronchial),0
epithelial cell of lower respiratory tract,Epithelial,Goblet (nasal),0
epithelial cell of lower respiratory tract,Epithelial,Goblet (subsegmental),0
epithelial cell of lower respiratory tract,Epithelial,Interstitial Mph perivascular,0
epithelial cell of lower respiratory tract,Epithelial,Monocyte-derived Mph,0
epithelial cell of lower respiratory tract,Epithelial,Multiciliated (nasal),0
epithelial cell of lower respiratory tract,Epithelial,Multiciliated (non-nasal),0
epithelial cell of lower respiratory tract,Epithelial,None,0
epithelial cell of lower respiratory tract,Epithelial,SMG serous (bronchial),0
epithelial cell of lower respiratory tract,Epithelial,SMG serous (nasal),0
epithelial cell of lower respiratory tract,Epithelial,pre-TB secretory,4393
epithelial cell of lower respiratory tract,Immune,AT0,0
epithelial cell of lower respiratory tract,Immune,Alveolar Mph CCL3+,0
epithelial cell of lower respiratory tract,Immune,Alveolar Mph MT-positive,0
epithelial cell of lower respiratory tract,Immune,Alveolar Mph proliferating,0
epithelial cell of lower respiratory tract,Immune,Club (nasal),0
epithelial cell of lower respiratory tract,Immune,Club (non-nasal),0
epithelial cell of lower respiratory tract,Immune,Goblet (bronchial),0
epithelial cell of lower respiratory tract,Immune,Goblet (nasal),0
epithelial cell of lower respiratory tract,Immune,Goblet (subsegmental),0
epithelial cell of lower respiratory tract,Immune,Interstitial Mph perivascular,0
epithelial cell of lower respiratory tract,Immune,Monocyte-derived Mph,0
epithelial cell of lower respiratory tract,Immune,Multiciliated (nasal),0
epithelial cell of lower respiratory tract,Immune,Multiciliated (non-nasal),0
